CD_CANDIDATO;NR_VOTAVEL;DS_CARGO;NM_VOTAVEL;NR_PARTIDO;NM_PARTIDO;DT_NASCIMENTO;DS_GENERO;DS_GRAU_INSTRUCAO;DS_COR_RACA;DS_OCUPACAO;DS_ESTADO_CIVIL
893503096;77577;DEPUTADO ESTADUAL;LUCIMARA SILVEIRA MANHA;77;SOLIDARIEDADE;28/04/1970;FEMININO;SUPERIOR COMPLETO;BRANCA;ADMINISTRADOR;CASADO(A)
893508053;1556;DEPUTADO FEDERAL;EDNA APARECIDA OLIVEIRA SANTOS;15;MOVIMENTO DEMOCRÁTICO BRASILEIRO;24/03/1962;FEMININO;ENSINO MÉDIO INCOMPLETO;PRETA;ADMINISTRADOR;CASADO(A)
893540438;12770;DEPUTADO ESTADUAL;LUCINEIDE CRUZ ALVES;12;PARTIDO DEMOCRÁTICO TRABALHISTA;11/06/1975;FEMININO;SUPERIOR COMPLETO;PARDA;ADMINISTRADOR;SOLTEIRO(A)
893516207;50088;DEPUTADO ESTADUAL;JACI SABINA DE LIMA MATTOS;50;PARTIDO SOCIALISMO E LIBERDADE;23/12/1968;FEMININO;SUPERIOR COMPLETO;PRETA;ADMINISTRADOR;CASADO(A)
893540547;1224;DEPUTADO FEDERAL;CLAUDIA KEITI DA COSTA;12;PARTIDO DEMOCRÁTICO TRABALHISTA;31/08/1982;FEMININO;SUPERIOR INCOMPLETO;PARDA;ADMINISTRADOR;CASADO(A)
893616293;90192;DEPUTADO ESTADUAL;MARILUCI FELICIANO DE OLIVEIRA GUEDES;90;PARTIDO REPUBLICANO DA ORDEM SOCIAL;03/05/1954;FEMININO;ENSINO FUNDAMENTAL COMPLETO;BRANCA;ADMINISTRADOR;CASADO(A)
893616280;90050;DEPUTADO ESTADUAL;EDSON MORO JUNIOR;90;PARTIDO REPUBLICANO DA ORDEM SOCIAL;29/07/1969;MASCULINO;SUPERIOR COMPLETO;BRANCA;ANALISTA DE SISTEMAS;CASADO(A)
893494505;3041;DEPUTADO FEDERAL;ALEXANDRE MENDES PINHEIRO;30;PARTIDO NOVO;18/03/1972;MASCULINO;SUPERIOR COMPLETO;BRANCA;ANALISTA DE SISTEMAS;SOLTEIRO(A)
893510815;3322;DEPUTADO FEDERAL;SYLVIO MACEDO SOARES JUNIOR;33;PARTIDO DA MOBILIZAÇÃO NACIONAL;27/01/1967;MASCULINO;SUPERIOR COMPLETO;BRANCA;ANALISTA DE SISTEMAS;SOLTEIRO(A)
893539108;35522;DEPUTADO ESTADUAL;THAISE CARVALHO MIRANDA;35;PARTIDO DA MULHER BRASILEIRA;08/12/1986;FEMININO;SUPERIOR COMPLETO;PRETA;ANALISTA DE SISTEMAS;VIÚVO(A)
893508940;4572;DEPUTADO FEDERAL;SILVIA SAMPAIO SALES SANTOS;45;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;21/03/1972;FEMININO;SUPERIOR COMPLETO;PRETA;ANALISTA DE SISTEMAS;CASADO(A)
893506849;15888;DEPUTADO ESTADUAL;ADOLPHO HENRIQUE DE PAULA RAMOS;15;MOVIMENTO DEMOCRÁTICO BRASILEIRO;04/06/1967;MASCULINO;SUPERIOR COMPLETO;BRANCA;ADVOGADO;DIVORCIADO(A)
893494617;30800;DEPUTADO ESTADUAL;RODRIGO BRUNO NAHAS;30;PARTIDO NOVO;10/08/1990;MASCULINO;SUPERIOR COMPLETO;BRANCA;ADVOGADO;SOLTEIRO(A)
893511716;14190;DEPUTADO ESTADUAL;MARCOS ROGERIO MANTEIGA;14;PARTIDO TRABALHISTA BRASILEIRO;28/09/1971;MASCULINO;SUPERIOR COMPLETO;BRANCA;ADVOGADO;CASADO(A)
893508606;13140;DEPUTADO ESTADUAL;JORGE RODRIGO VALVERDE SANTANA;13;PARTIDO DOS TRABALHADORES;21/03/1978;MASCULINO;SUPERIOR COMPLETO;BRANCA;ADVOGADO;CASADO(A)
893540482;12190;DEPUTADO ESTADUAL;MARCELO AFONSO PIMENTA;12;PARTIDO DEMOCRÁTICO TRABALHISTA;04/10/1980;MASCULINO;SUPERIOR COMPLETO;BRANCA;ADVOGADO;SOLTEIRO(A)
893540742;2038;DEPUTADO FEDERAL;ADILSON DE MEDEIROS PAULINO;20;PARTIDO SOCIAL CRISTÃO;19/01/1969;MASCULINO;SUPERIOR COMPLETO;BRANCA;ADVOGADO;SOLTEIRO(A)
893536390;10800;DEPUTADO ESTADUAL;MARCELO SQUASSONI;10;REPUBLICANOS;14/09/1967;MASCULINO;SUPERIOR COMPLETO;BRANCA;ADVOGADO;CASADO(A)
893540552;1233;DEPUTADO FEDERAL;HEITOR ALVES;12;PARTIDO DEMOCRÁTICO TRABALHISTA;15/04/1977;MASCULINO;SUPERIOR COMPLETO;BRANCA;ADVOGADO;CASADO(A)
893494727;300;SENADOR;RICARDO LUIS MELLÃO;30;PARTIDO NOVO;15/08/1985;MASCULINO;SUPERIOR COMPLETO;BRANCA;ADVOGADO;CASADO(A)
893510615;5029;DEPUTADO FEDERAL;AGOSTINHO FERREIRA GOMES;50;PARTIDO SOCIALISMO E LIBERDADE;26/05/1954;MASCULINO;SUPERIOR COMPLETO;PARDA;ADVOGADO;SOLTEIRO(A)
893508324;45133;DEPUTADO ESTADUAL;JOSE CARLOS STANGARLINI;45;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;30/03/1951;MASCULINO;SUPERIOR COMPLETO;BRANCA;ADVOGADO;SOLTEIRO(A)
893507110;1933;DEPUTADO FEDERAL;FRANCISCO ALEXANDRE FILHO;19;PODEMOS;08/11/1969;MASCULINO;SUPERIOR COMPLETO;PARDA;ADVOGADO;CASADO(A)
893509145;11060;DEPUTADO ESTADUAL;APARECIDO JOVANIR PENA JUNIOR;11;PROGRESSISTAS;04/08/1957;MASCULINO;SUPERIOR COMPLETO;PRETA;ADVOGADO;CASADO(A)
893509105;11400;DEPUTADO ESTADUAL;PAULO ROBERTO CASSIOLATO FILHO;11;PROGRESSISTAS;24/05/1983;MASCULINO;SUPERIOR COMPLETO;BRANCA;ADVOGADO;SEPARADO(A) JUDICIALMENTE
893501685;1443;DEPUTADO FEDERAL;CLAUDINEIA MOREIRA DE ALMEIDA;14;PARTIDO TRABALHISTA BRASILEIRO;20/07/1971;FEMININO;SUPERIOR COMPLETO;BRANCA;ADVOGADO;DIVORCIADO(A)
893620470;1444;DEPUTADO FEDERAL;CRISTIANE BRASIL FRANCISCO;14;PARTIDO TRABALHISTA BRASILEIRO;21/12/1973;FEMININO;SUPERIOR COMPLETO;BRANCA;ADVOGADO;DIVORCIADO(A)
893507125;1980;DEPUTADO FEDERAL;WANESSA SOUSA BOMFIM;19;PODEMOS;18/08/1980;FEMININO;SUPERIOR COMPLETO;BRANCA;ADVOGADO;DIVORCIADO(A)
893511769;14130;DEPUTADO ESTADUAL;AUDREY ANA MARCONDES GOGLIANO;14;PARTIDO TRABALHISTA BRASILEIRO;31/03/1965;FEMININO;SUPERIOR COMPLETO;BRANCA;ADVOGADO;CASADO(A)
893511781;14039;DEPUTADO ESTADUAL;NURIA DANIELA GALLÃO ARTHUZO;14;PARTIDO TRABALHISTA BRASILEIRO;09/12/1976;FEMININO;SUPERIOR COMPLETO;BRANCA;ADVOGADO;CASADO(A)
893517421;40040;DEPUTADO ESTADUAL;MAYARA OLIVEIRA TORRES DA SILVA;40;PARTIDO SOCIALISTA BRASILEIRO;24/06/1995;FEMININO;SUPERIOR COMPLETO;BRANCA;ADVOGADO;SOLTEIRO(A)
893548922;40044;DEPUTADO ESTADUAL;ELISANDRA PEDROSO FERREIRA;40;PARTIDO SOCIALISTA BRASILEIRO;15/10/1973;FEMININO;SUPERIOR COMPLETO;BRANCA;ADVOGADO;SOLTEIRO(A)
893540429;12016;DEPUTADO ESTADUAL;MARIA EUGENIA UGUCIONE BIFFI;12;PARTIDO DEMOCRÁTICO TRABALHISTA;10/10/1989;FEMININO;SUPERIOR COMPLETO;BRANCA;ADVOGADO;SOLTEIRO(A)
893592099;2718;DEPUTADO FEDERAL;MARISTELA MACHADO LEITE GOMES;27;DEMOCRACIA CRISTÃ;08/05/1964;FEMININO;SUPERIOR COMPLETO;PARDA;ADVOGADO;CASADO(A)
893517557;5140;DEPUTADO FEDERAL;ALESSANDRA RUDOLPHO STRINGHETA BARBOSA;51;PATRIOTA;22/04/1975;FEMININO;SUPERIOR COMPLETO;BRANCA;ADVOGADO;CASADO(A)
893498923;44014;DEPUTADO ESTADUAL;MYRIAN RAVANELLI SCANDAR KARAM;44;UNIÃO BRASIL;07/05/1980;FEMININO;SUPERIOR COMPLETO;PARDA;ADVOGADO;CASADO(A)
893510633;1882;DEPUTADO FEDERAL;ISABEL CRISTINA GONÇALVES BERNARDES;18;REDE SUSTENTABILIDADE;11/08/1982;FEMININO;SUPERIOR COMPLETO;BRANCA;PSICÓLOGO;SOLTEIRO(A)
893517477;40412;DEPUTADO ESTADUAL;FERNANDA DE MORAES DA SILVA;40;PARTIDO SOCIALISTA BRASILEIRO;01/10/1969;FEMININO;SUPERIOR COMPLETO;PRETA;ASSISTENTE SOCIAL;SOLTEIRO(A)
893506829;15200;DEPUTADO ESTADUAL;CAIO VINICIUS DE MOURA LUZ;15;MOVIMENTO DEMOCRÁTICO BRASILEIRO;04/10/1988;MASCULINO;SUPERIOR COMPLETO;BRANCA;COMUNICÓLOGO;CASADO(A)
893517128;4000;DEPUTADO FEDERAL;JONAS DONIZETTE FERREIRA;40;PARTIDO SOCIALISTA BRASILEIRO;25/06/1965;MASCULINO;SUPERIOR INCOMPLETO;BRANCA;COMUNICÓLOGO;CASADO(A)
893507537;1301;DEPUTADO FEDERAL;FRANCISCO DANIEL CELEGUIM DE MORAIS;13;PARTIDO DOS TRABALHADORES;05/05/1984;MASCULINO;SUPERIOR COMPLETO;BRANCA;RELAÇÕES-PÚBLICAS;DIVORCIADO(A)
893507350;19077;DEPUTADO ESTADUAL;JULIANA MARA DA SILVA SPADA;19;PODEMOS;26/06/1977;FEMININO;ENSINO MÉDIO COMPLETO;BRANCA;RELAÇÕES-PÚBLICAS;CASADO(A)
893574756;9055;DEPUTADO FEDERAL;DURVAL LOPES ORLATO;90;PARTIDO REPUBLICANO DA ORDEM SOCIAL;21/04/1964;MASCULINO;SUPERIOR COMPLETO;BRANCA;PROFESSOR DE ENSINO SUPERIOR;CASADO(A)
893516158;18100;DEPUTADO ESTADUAL;RAFAEL CASTRO KOCIAN;18;REDE SUSTENTABILIDADE;13/09/1983;MASCULINO;SUPERIOR COMPLETO;BRANCA;PROFESSOR DE ENSINO SUPERIOR;CASADO(A)
893612677;2880;DEPUTADO FEDERAL;HERMES RODRIGUES NERY;28;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;15/06/1965;MASCULINO;SUPERIOR COMPLETO;BRANCA;PROFESSOR DE ENSINO SUPERIOR;CASADO(A)
893507010;22380;DEPUTADO ESTADUAL;CLAUDIO FERNANDO DE AGUIAR;22;PARTIDO LIBERAL;21/08/1980;MASCULINO;SUPERIOR COMPLETO;BRANCA;PROFESSOR DE ENSINO SUPERIOR;VIÚVO(A)
893509297;13;GOVERNADOR;FERNANDO HADDAD;13;PARTIDO DOS TRABALHADORES;25/01/1963;MASCULINO;SUPERIOR COMPLETO;BRANCA;PROFESSOR DE ENSINO SUPERIOR;CASADO(A)
893517422;40133;DEPUTADO ESTADUAL;JOÃO CARLOS CARAMEZ;40;PARTIDO SOCIALISTA BRASILEIRO;29/06/1951;MASCULINO;SUPERIOR COMPLETO;BRANCA;PROFESSOR DE ENSINO SUPERIOR;CASADO(A)
893507478;1390;DEPUTADO FEDERAL;VICENTE PAULO DA SILVA;13;PARTIDO DOS TRABALHADORES;08/04/1956;MASCULINO;SUPERIOR COMPLETO;PRETA;PROFESSOR DE ENSINO SUPERIOR;CASADO(A)
893501690;1402;DEPUTADO FEDERAL;LUCIANA RIBEIRO CASTELLAN;14;PARTIDO TRABALHISTA BRASILEIRO;16/12/1976;FEMININO;SUPERIOR COMPLETO;BRANCA;PROFESSOR DE ENSINO SUPERIOR;DIVORCIADO(A)
893508851;1178;DEPUTADO FEDERAL;MARCOS APARECIDO VARGAS;11;PROGRESSISTAS;17/06/1964;MASCULINO;SUPERIOR COMPLETO;BRANCA;DIRETOR DE ESTABELECIMENTO DE ENSINO;CASADO(A)
893517438;40333;DEPUTADO ESTADUAL;RAFAEL ZAMPRONIO DA SILVEIRA;40;PARTIDO SOCIALISTA BRASILEIRO;02/10/1989;MASCULINO;SUPERIOR INCOMPLETO;BRANCA;BOMBEIRO CIVIL;SOLTEIRO(A)
893540502;12645;DEPUTADO ESTADUAL;LEONARDO LORO MARTINS PINTO;12;PARTIDO DEMOCRÁTICO TRABALHISTA;28/02/1992;MASCULINO;SUPERIOR INCOMPLETO;BRANCA;CIENTISTA POLÍTICO;SOLTEIRO(A)
893539041;35330;DEPUTADO ESTADUAL;ADELMACIR DE SOUZA;35;PARTIDO DA MULHER BRASILEIRA;03/10/1972;MASCULINO;ENSINO MÉDIO COMPLETO;BRANCA;CANTOR E COMPOSITOR;SOLTEIRO(A)
893518252;51033;DEPUTADO ESTADUAL;DEOCLÉCIO KAWAHATA PLACCO;51;PATRIOTA;06/10/1960;MASCULINO;ENSINO MÉDIO COMPLETO;BRANCA;MÚSICO;CASADO(A)
893518878;7094;DEPUTADO FEDERAL;ANTONIO MARCOS DA SILVA POLYCENO;70;AVANTE;17/04/1978;MASCULINO;SUPERIOR INCOMPLETO;BRANCA;LOCUTOR E COMENTARISTA DE RÁDIO E TELEVISÃO E RADIALISTA;CASADO(A)
893574718;9086;DEPUTADO FEDERAL;SILVANO XAVIER MOURATO;90;PARTIDO REPUBLICANO DA ORDEM SOCIAL;09/03/1978;MASCULINO;ENSINO MÉDIO COMPLETO;BRANCA;COMERCIANTE;DIVORCIADO(A)
893536448;10102;DEPUTADO ESTADUAL;RUBI CRUSE;10;REPUBLICANOS;18/02/1964;MASCULINO;ENSINO MÉDIO COMPLETO;BRANCA;COMERCIANTE;SOLTEIRO(A)
893635639;1473;DEPUTADO FEDERAL;JOSE CARLOS FERREIRA BARBOSA;14;PARTIDO TRABALHISTA BRASILEIRO;06/08/1960;MASCULINO;SUPERIOR COMPLETO;BRANCA;COMERCIANTE;CASADO(A)
893518913;7075;DEPUTADO FEDERAL;ALESSANDRO AZEVEDO DOS SANTOS;70;AVANTE;22/07/1980;MASCULINO;ENSINO MÉDIO COMPLETO;PARDA;COMERCIANTE;CASADO(A)
893518602;70888;DEPUTADO ESTADUAL;OSWALDO LUIZ RODRIGUES DE OLIVEIRA;70;AVANTE;28/07/1969;MASCULINO;ENSINO MÉDIO COMPLETO;PARDA;COMERCIANTE;SOLTEIRO(A)
893612733;2811;DEPUTADO FEDERAL;DIENES PEREIRA DE SOUZA;28;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;12/03/1980;MASCULINO;ENSINO MÉDIO COMPLETO;PARDA;COMERCIANTE;CASADO(A)
893510778;3307;DEPUTADO FEDERAL;ÉLCIO GUSSON;33;PARTIDO DA MOBILIZAÇÃO NACIONAL;31/10/1958;MASCULINO;SUPERIOR COMPLETO;BRANCA;COMERCIANTE;CASADO(A)
893507528;1326;DEPUTADO FEDERAL;EMERSON DE ABREU SANTANA;13;PARTIDO DOS TRABALHADORES;26/06/1974;MASCULINO;SUPERIOR COMPLETO;BRANCA;COMERCIANTE;CASADO(A)
893596686;28555;DEPUTADO ESTADUAL;DAVID MONTEIRO DE MELLO;28;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;20/05/1966;MASCULINO;SUPERIOR INCOMPLETO;BRANCA;COMERCIANTE;DIVORCIADO(A)
893508282;45088;DEPUTADO ESTADUAL;RENE VLADEMIR BLOTA JUNIOR;45;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;01/03/1961;MASCULINO;SUPERIOR INCOMPLETO;BRANCA;COMERCIANTE;SOLTEIRO(A)
893574758;9050;DEPUTADO FEDERAL;FERNANDA DE ARAÚJO COSTA;90;PARTIDO REPUBLICANO DA ORDEM SOCIAL;07/02/1983;FEMININO;ENSINO MÉDIO COMPLETO;PARDA;COMERCIANTE;DIVORCIADO(A)
893507339;19197;DEPUTADO ESTADUAL;ELIANA CONRADO GOTTSFRITZ FERNANDES;19;PODEMOS;09/11/1977;FEMININO;ENSINO MÉDIO COMPLETO;BRANCA;COMERCIANTE;CASADO(A)
893614024;3603;DEPUTADO FEDERAL;LEONILDE RUFINO DE SENA HINA;36;AGIR;20/01/1974;FEMININO;ENSINO MÉDIO COMPLETO;BRANCA;COMERCIANTE;CASADO(A)
893540463;12033;DEPUTADO ESTADUAL;ADRIANA GOMES;12;PARTIDO DEMOCRÁTICO TRABALHISTA;04/11/1976;FEMININO;SUPERIOR INCOMPLETO;PARDA;COMERCIANTE;SOLTEIRO(A)
893540748;2049;DEPUTADO FEDERAL;JERRI ADRIANO FERREIRA DA SILVA;20;PARTIDO SOCIAL CRISTÃO;17/02/1982;MASCULINO;ENSINO MÉDIO COMPLETO;PARDA;COMERCIÁRIO;VIÚVO(A)
893627106;1240;DEPUTADO FEDERAL;ANA CLÁUDIA FERREIRA DE PAIVA;12;PARTIDO DEMOCRÁTICO TRABALHISTA;10/12/1973;FEMININO;ENSINO MÉDIO COMPLETO;BRANCA;COMERCIÁRIO;DIVORCIADO(A)
893508737;1001;DEPUTADO FEDERAL;DANIEL FERNANDO DE SOUZA CAMILO;10;REPUBLICANOS;27/04/1982;MASCULINO;ENSINO MÉDIO COMPLETO;BRANCA;JORNALISTA E REDATOR;SOLTEIRO(A)
893540746;2001;DEPUTADO FEDERAL;ALEXANDRE DONIZETE TEODORO;20;PARTIDO SOCIAL CRISTÃO;23/09/1970;MASCULINO;ENSINO MÉDIO COMPLETO;BRANCA;JORNALISTA E REDATOR;SOLTEIRO(A)
893506788;15910;DEPUTADO ESTADUAL;ERNESTO TEIXEIRA DA CUNHA;15;MOVIMENTO DEMOCRÁTICO BRASILEIRO;01/09/1964;MASCULINO;SUPERIOR COMPLETO;BRANCA;JORNALISTA E REDATOR;CASADO(A)
893539087;35799;DEPUTADO ESTADUAL;MARTIM VIEIRA FERREIRA;35;PARTIDO DA MULHER BRASILEIRA;10/11/1958;MASCULINO;SUPERIOR COMPLETO;PRETA;JORNALISTA E REDATOR;CASADO(A)
893540087;33100;DEPUTADO ESTADUAL;PAULO CEZAR XAVIER ALEXANDRE;33;PARTIDO DA MOBILIZAÇÃO NACIONAL;20/04/1953;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;PRETA;JORNALISTA E REDATOR;CASADO(A)
893503081;77747;DEPUTADO ESTADUAL;MAURA DA SILVA BUENO SANTOS;77;SOLIDARIEDADE;29/06/1987;FEMININO;SUPERIOR COMPLETO;BRANCA;JORNALISTA E REDATOR;CASADO(A)
893506796;15700;DEPUTADO ESTADUAL;IVAN RIBEIRO DE BRITO;15;MOVIMENTO DEMOCRÁTICO BRASILEIRO;21/05/1975;MASCULINO;SUPERIOR COMPLETO;PARDA;PUBLICITÁRIO;DIVORCIADO(A)
893517414;40054;DEPUTADO ESTADUAL;ADRIANO DE OLIVEIRA SILVA DOS SANTOS;40;PARTIDO SOCIALISTA BRASILEIRO;24/09/1986;MASCULINO;SUPERIOR COMPLETO;PARDA;PUBLICITÁRIO;SOLTEIRO(A)
893506950;22580;DEPUTADO ESTADUAL;ANA CLAUDIA PERES LUCAS LOPES;22;PARTIDO LIBERAL;05/10/1971;FEMININO;SUPERIOR COMPLETO;BRANCA;PUBLICITÁRIO;VIÚVO(A)
893518267;51155;DEPUTADO ESTADUAL;MARCOS ANDRE DE OLIVEIRA;51;PATRIOTA;10/09/1971;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;BRANCA;COZINHEIRO;SOLTEIRO(A)
893507118;1930;DEPUTADO FEDERAL;URIÃ FANCELLI BAUMGARTNER;19;PODEMOS;13/05/1991;MASCULINO;SUPERIOR COMPLETO;BRANCA;ESCRITOR E CRÍTICO;CASADO(A)
893508812;1175;DEPUTADO FEDERAL;GLAUCIA DE MATOS BERNARDO;11;PROGRESSISTAS;27/04/1976;FEMININO;SUPERIOR COMPLETO;BRANCA;ESCRITOR E CRÍTICO;DIVORCIADO(A)
893517544;5102;DEPUTADO FEDERAL;LEANDRO AUGUSTO DO AMARAL;51;PATRIOTA;28/01/1984;MASCULINO;ENSINO MÉDIO COMPLETO;BRANCA;DESENHISTA;DIVORCIADO(A)
893518257;51006;DEPUTADO ESTADUAL;ANDREIA PEREIRA FERRAZ;51;PATRIOTA;12/02/1977;FEMININO;SUPERIOR COMPLETO;BRANCA;DECORADOR;SOLTEIRO(A)
893494623;30033;DEPUTADO ESTADUAL;WAGNER DE BRITO TEIXEIRA;30;PARTIDO NOVO;26/10/1968;MASCULINO;SUPERIOR COMPLETO;BRANCA;INDUSTRIAL;CASADO(A)
893518924;7004;DEPUTADO FEDERAL;MARCOS ANTONIO LELIS MOREIRA;70;AVANTE;04/08/1957;MASCULINO;SUPERIOR COMPLETO;BRANCA;MEMBRO DO MINISTÉRIO PÚBLICO;CASADO(A)
893540494;12310;DEPUTADO ESTADUAL;ATAIDE ROBERTO DA SILVA JUNIOR;12;PARTIDO DEMOCRÁTICO TRABALHISTA;11/06/1988;MASCULINO;SUPERIOR COMPLETO;PARDA;PEDAGOGO;SOLTEIRO(A)
893574707;9008;DEPUTADO FEDERAL;MARIA RACHEL OLIVEIRA BONFIM;90;PARTIDO REPUBLICANO DA ORDEM SOCIAL;21/04/1979;FEMININO;SUPERIOR COMPLETO;BRANCA;PEDAGOGO;CASADO(A)
893517420;40185;DEPUTADO ESTADUAL;MARIA SALETE MARINI;40;PARTIDO SOCIALISTA BRASILEIRO;23/03/1963;FEMININO;SUPERIOR COMPLETO;BRANCA;PEDAGOGO;SOLTEIRO(A)
893589360;27177;DEPUTADO ESTADUAL;DELMIRO MOURA DE OLIVEIRA;27;DEMOCRACIA CRISTÃ;25/10/1962;MASCULINO;SUPERIOR COMPLETO;BRANCA;POLICIAL CIVIL;DIVORCIADO(A)
893511766;14006;DEPUTADO ESTADUAL;GILBERTO MARQUES DO COUTO;14;PARTIDO TRABALHISTA BRASILEIRO;10/10/1973;MASCULINO;SUPERIOR COMPLETO;PRETA;POLICIAL CIVIL;DIVORCIADO(A)
893618216;36051;DEPUTADO ESTADUAL;ELIAS DOS SANTOS BITENCOURT;36;AGIR;06/02/1977;MASCULINO;SUPERIOR INCOMPLETO;BRANCA;POLICIAL CIVIL;DIVORCIADO(A)
893633476;40577;DEPUTADO ESTADUAL;RODRIGO ALMEIDA PASSOS;40;PARTIDO SOCIALISTA BRASILEIRO;23/03/1982;MASCULINO;SUPERIOR COMPLETO;BRANCA;POLICIAL MILITAR;CASADO(A)
893509124;11018;DEPUTADO ESTADUAL;EVANDRO GONÇALVES PESSOA;11;PROGRESSISTAS;28/11/1981;MASCULINO;SUPERIOR COMPLETO;BRANCA;POLICIAL MILITAR;DIVORCIADO(A)
893517579;5191;DEPUTADO FEDERAL;RAFAEL CARLOS LABIAPARI GOMES;51;PATRIOTA;31/03/1981;MASCULINO;SUPERIOR COMPLETO;BRANCA;POLICIAL MILITAR;DIVORCIADO(A)
893508828;1107;DEPUTADO FEDERAL;SAMUEL VITOR PEREIRA BERNARDI;11;PROGRESSISTAS;16/04/1980;MASCULINO;ENSINO MÉDIO COMPLETO;BRANCA;POLICIAL MILITAR;CASADO(A)
893498856;4447;DEPUTADO FEDERAL;JOSE ROBERTO BARBOSA DE SOUZA;44;UNIÃO BRASIL;12/07/1975;MASCULINO;ENSINO MÉDIO COMPLETO;PARDA;POLICIAL MILITAR;SOLTEIRO(A)
893511721;14550;DEPUTADO ESTADUAL;JOSE MARCIO DE CAMPOS;14;PARTIDO TRABALHISTA BRASILEIRO;20/08/1968;MASCULINO;ENSINO MÉDIO COMPLETO;PARDA;POLICIAL MILITAR;CASADO(A)
893498910;4484;DEPUTADO FEDERAL;JEFFERSON LUIZ PEREIRA DA SILVA;44;UNIÃO BRASIL;21/01/1984;MASCULINO;ENSINO MÉDIO COMPLETO;PRETA;POLICIAL MILITAR;CASADO(A)
893540123;33190;DEPUTADO ESTADUAL;FERNANDO DOS SANTOS CORREA;33;PARTIDO DA MOBILIZAÇÃO NACIONAL;22/11/1969;MASCULINO;SUPERIOR COMPLETO;BRANCA;POLICIAL MILITAR;CASADO(A)
893596649;28887;DEPUTADO ESTADUAL;CLAUDINEI VIEIRA SOARES;28;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;25/06/1969;MASCULINO;SUPERIOR COMPLETO;PARDA;POLICIAL MILITAR;CASADO(A)
893507005;22765;DEPUTADO ESTADUAL;REGIANE ROCHA;22;PARTIDO LIBERAL;14/05/1979;FEMININO;SUPERIOR COMPLETO;BRANCA;POLICIAL MILITAR;DIVORCIADO(A)
893517574;5159;DEPUTADO FEDERAL;CLAUDIA SANTOS LEAL;51;PATRIOTA;27/12/1976;FEMININO;ENSINO MÉDIO COMPLETO;PARDA;POLICIAL MILITAR;SEPARADO(A) JUDICIALMENTE
893506789;15133;DEPUTADO ESTADUAL;LILIAN APARECIDA DE PAULA;15;MOVIMENTO DEMOCRÁTICO BRASILEIRO;14/10/1968;FEMININO;SUPERIOR COMPLETO;PARDA;PRODUTOR AGROPECUÁRIO;DIVORCIADO(A)
893508958;4511;DEPUTADO FEDERAL;CHUKS ILOEGBUNAM;45;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;10/09/1962;MASCULINO;SUPERIOR COMPLETO;PRETA;PROFESSOR E INSTRUTOR DE FORMAÇÃO PROFISSIONAL;CASADO(A)
893517466;40808;DEPUTADO ESTADUAL;LUIS FERNANDO ALVES DE LIMA SANTOS;40;PARTIDO SOCIALISTA BRASILEIRO;05/10/1981;MASCULINO;ENSINO MÉDIO COMPLETO;PRETA;PROFESSOR E INSTRUTOR DE FORMAÇÃO PROFISSIONAL;SOLTEIRO(A)
893574713;9073;DEPUTADO FEDERAL;NOEMI MACHADO DE ALMEIDA;90;PARTIDO REPUBLICANO DA ORDEM SOCIAL;17/04/1955;FEMININO;SUPERIOR COMPLETO;PARDA;PROFESSOR E INSTRUTOR DE FORMAÇÃO PROFISSIONAL;CASADO(A)
893540138;33121;DEPUTADO ESTADUAL;JOSÉ CARLOS DA SILVA;33;PARTIDO DA MOBILIZAÇÃO NACIONAL;26/10/1957;MASCULINO;ENSINO MÉDIO COMPLETO;BRANCA;REPRESENTANTE COMERCIAL;DIVORCIADO(A)
893544543;14333;DEPUTADO ESTADUAL;MICHAEL DE ALENCAR ALVES;14;PARTIDO TRABALHISTA BRASILEIRO;26/02/1981;MASCULINO;SUPERIOR INCOMPLETO;BRANCA;TÉCNICO DE ENFERMAGEM E ASSEMELHADOS (EXCETO ENFERMEIRO);CASADO(A)
893516163;18181;DEPUTADO ESTADUAL;THÍFANY FELIX GUIMARÃES;18;REDE SUSTENTABILIDADE;25/08/1970;FEMININO;ENSINO MÉDIO COMPLETO;BRANCA;TÉCNICO DE ENFERMAGEM E ASSEMELHADOS (EXCETO ENFERMEIRO);SOLTEIRO(A)
893616313;90800;DEPUTADO ESTADUAL;GLORIAMAR JACINTHO;90;PARTIDO REPUBLICANO DA ORDEM SOCIAL;15/08/1961;FEMININO;ENSINO MÉDIO COMPLETO;PRETA;TERAPEUTA;SOLTEIRO(A)
893618170;36070;DEPUTADO ESTADUAL;SAULO FAUSTINO;36;AGIR;15/12/1965;MASCULINO;ENSINO MÉDIO COMPLETO;PARDA;VIGILANTE;CASADO(A)
