NR_VOTAVEL;CD_CANDIDATO;DS_CARGO;NM_VOTAVEL;NR_PARTIDO;NM_PARTIDO;DT_NASCIMENTO;DS_GENERO;DS_GRAU_INSTRUCAO;DS_COR_RACA;DS_OCUPACAO;DS_ESTADO_CIVIL
36203;893618192;DEPUTADO ESTADUAL;ADRIANA SANTOS BARRENHA;36;AGIR;14/07/1979;FEMININO;ENSINO MÉDIO COMPLETO;PARDA;OUTROS;CASADO(A)
7087;893518894;DEPUTADO FEDERAL;JULIANA VALÉRIA DA SILVA;70;AVANTE;07/07/1986;FEMININO;SUPERIOR COMPLETO;BRANCA;OUTROS;SOLTEIRO(A)
19125;893507340;DEPUTADO ESTADUAL;MARIZETE GOMES DE MAGALHÃES BERGAMIN;19;PODEMOS;06/05/1969;FEMININO;ENSINO MÉDIO COMPLETO;PARDA;OUTROS;VIÚVO(A)
7047;893518875;DEPUTADO FEDERAL;GISELDA MÁXIMO DE LIMA;70;AVANTE;25/02/1964;FEMININO;SUPERIOR COMPLETO;PRETA;OUTROS;DIVORCIADO(A)
35744;893539038;DEPUTADO ESTADUAL;CLAUDIA VALDENIA GOMES MAIA;35;PARTIDO DA MULHER BRASILEIRA;11/12/1986;FEMININO;SUPERIOR COMPLETO;PARDA;OUTROS;SOLTEIRO(A)
2224;893508166;DEPUTADO FEDERAL;CLEONICE DE OLIVEIRA;22;PARTIDO LIBERAL;06/10/1966;FEMININO;SUPERIOR COMPLETO;PARDA;OUTROS;SOLTEIRO(A)
65300;893508614;DEPUTADO ESTADUAL;MARIANA NUNES DE MOURA SOUZA;65;PARTIDO COMUNISTA DO BRASIL;14/11/1980;FEMININO;SUPERIOR COMPLETO;PARDA;OUTROS;CASADO(A)
28444;893596650;DEPUTADO ESTADUAL;DANIELLE GOMES DE CARVALHO;28;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;15/05/1981;FEMININO;SUPERIOR COMPLETO;PARDA;OUTROS;CASADO(A)
1136;893508808;DEPUTADO FEDERAL;CLÁUDIA PEREIRA CALDAS;11;PROGRESSISTAS;19/02/1968;FEMININO;SUPERIOR COMPLETO;PARDA;OUTROS;CASADO(A)
2713;893592104;DEPUTADO FEDERAL;ROBERTA KELLY SILVA FLORENCIO;27;DEMOCRACIA CRISTÃ;08/12/1983;FEMININO;SUPERIOR COMPLETO;PRETA;OUTROS;CASADO(A)
1427;893501645;DEPUTADO FEDERAL;MARCIA REGINA ALVES GONCALVES;14;PARTIDO TRABALHISTA BRASILEIRO;10/08/1986;FEMININO;SUPERIOR INCOMPLETO;BRANCA;OUTROS;DIVORCIADO(A)
11377;893509080;DEPUTADO ESTADUAL;MARIA DE FÁTIMA SILVA;11;PROGRESSISTAS;15/07/1968;FEMININO;SUPERIOR INCOMPLETO;BRANCA;OUTROS;DIVORCIADO(A)
44560;893498954;DEPUTADO ESTADUAL;NELMA APARECIDA ANDRADE SOUZA;44;UNIÃO BRASIL;26/04/1972;FEMININO;SUPERIOR INCOMPLETO;BRANCA;OUTROS;CASADO(A)
23479;893508296;DEPUTADO ESTADUAL;ROSEMEIRE RIBEIRO;23;CIDADANIA;31/03/1967;FEMININO;SUPERIOR INCOMPLETO;BRANCA;OUTROS;SOLTEIRO(A)
23131;893508269;DEPUTADO ESTADUAL;FABIOLA TATCHER MARTINS RODA;23;CIDADANIA;01/11/1981;FEMININO;SUPERIOR INCOMPLETO;BRANCA;OUTROS;SOLTEIRO(A)
28281;893596678;DEPUTADO ESTADUAL;MAGNA DA SILVA;28;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;31/05/1971;FEMININO;SUPERIOR INCOMPLETO;PRETA;OUTROS;SOLTEIRO(A)
50175;893516161;DEPUTADO ESTADUAL;MARIA DE JESUS BUENO DA SILVA;50;PARTIDO SOCIALISMO E LIBERDADE;28/03/1964;FEMININO;ENSINO FUNDAMENTAL COMPLETO;BRANCA;OUTROS;SOLTEIRO(A)
12357;893540433;DEPUTADO ESTADUAL;ROSA MARIA DA SILVA CLIMACO;12;PARTIDO DEMOCRÁTICO TRABALHISTA;26/05/1994;FEMININO;ENSINO FUNDAMENTAL COMPLETO;BRANCA;OUTROS;SOLTEIRO(A)
14015;893511771;DEPUTADO ESTADUAL;MARIA DO ROSARIO ALMEIDA;14;PARTIDO TRABALHISTA BRASILEIRO;14/06/1957;FEMININO;ENSINO FUNDAMENTAL COMPLETO;BRANCA;OUTROS;VIÚVO(A)
11040;893509099;DEPUTADO ESTADUAL;EVELLYN JULIANA DA SILVA;11;PROGRESSISTAS;03/02/1987;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;PRETA;OUTROS;SOLTEIRO(A)
51009;893518247;DEPUTADO ESTADUAL;RODRIGO SALOMÃO JUNQUEIRA;51;PATRIOTA;12/08/1977;MASCULINO;SUPERIOR COMPLETO;BRANCA;ENGENHEIRO;DIVORCIADO(A)
22789;893506948;DEPUTADO ESTADUAL;DANIEL ROSSI;22;PARTIDO LIBERAL;07/09/1958;MASCULINO;SUPERIOR COMPLETO;BRANCA;ENGENHEIRO;SOLTEIRO(A)
22144;893507022;DEPUTADO ESTADUAL;LUIZ CARLOS DA COSTA VALLE;22;PARTIDO LIBERAL;02/03/1955;MASCULINO;SUPERIOR COMPLETO;BRANCA;ENGENHEIRO;CASADO(A)
5588;893501795;DEPUTADO FEDERAL;VINICIUS MARCHESE MARINELLI;55;PARTIDO SOCIAL DEMOCRÁTICO;09/03/1984;MASCULINO;SUPERIOR COMPLETO;BRANCA;ENGENHEIRO;SOLTEIRO(A)
4525;893508947;DEPUTADO FEDERAL;EDISON IWAO KURAMOTO;45;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;17/07/1959;MASCULINO;SUPERIOR COMPLETO;AMARELA;MÉDICO;CASADO(A)
19300;893507335;DEPUTADO ESTADUAL;EDUARDO CARNEIRO MARTINS;19;PODEMOS;06/06/1960;MASCULINO;SUPERIOR COMPLETO;BRANCA;MÉDICO;DIVORCIADO(A)
12321;893540447;DEPUTADO ESTADUAL;CASEMIRO DOS REIS JÚNIOR;12;PARTIDO DEMOCRÁTICO TRABALHISTA;15/08/1958;MASCULINO;SUPERIOR COMPLETO;BRANCA;MÉDICO;DIVORCIADO(A)
19069;893507372;DEPUTADO ESTADUAL;ROBERTO MIGUEL REY JUNIOR;19;PODEMOS;01/10/1961;MASCULINO;SUPERIOR COMPLETO;BRANCA;MÉDICO;CASADO(A)
40789;893517469;DEPUTADO ESTADUAL;JOSÉ ANTÔNIO FERREIRA;40;PARTIDO SOCIALISTA BRASILEIRO;02/07/1962;MASCULINO;SUPERIOR COMPLETO;BRANCA;MÉDICO;CASADO(A)
7070;893518937;DEPUTADO FEDERAL;CÃNDIDO ELPÍDIO DE SOUZA VACCAREZZA;70;AVANTE;26/09/1955;MASCULINO;SUPERIOR COMPLETO;BRANCA;MÉDICO;CASADO(A)
10101;893536443;DEPUTADO ESTADUAL;EDISON LOURENÇO RICCOMI;10;REPUBLICANOS;30/01/1960;MASCULINO;SUPERIOR COMPLETO;BRANCA;MÉDICO;CASADO(A)
10147;893536371;DEPUTADO ESTADUAL;CLAUDIO ERNANI MARCONDES DE MIRANDA;10;REPUBLICANOS;05/05/1956;MASCULINO;SUPERIOR COMPLETO;BRANCA;MÉDICO;CASADO(A)
2021;893540741;DEPUTADO FEDERAL;ORLANDO COSTA DIAS;20;PARTIDO SOCIAL CRISTÃO;09/06/1954;MASCULINO;SUPERIOR COMPLETO;BRANCA;MÉDICO;CASADO(A)
1322;893507544;DEPUTADO FEDERAL;ARLINDO CHIGNALIA JUNIOR;13;PARTIDO DOS TRABALHADORES;24/12/1949;MASCULINO;SUPERIOR COMPLETO;BRANCA;MÉDICO;CASADO(A)
44023;893498945;DEPUTADO ESTADUAL;ANA ROSA TEIXEIRA DE ARAUJO;44;UNIÃO BRASIL;11/12/1986;FEMININO;SUPERIOR COMPLETO;BRANCA;MÉDICO;CASADO(A)
10011;893536393;DEPUTADO ESTADUAL;SONIA APARECIDA GONÇALVES BELARMINO;10;REPUBLICANOS;22/01/1968;FEMININO;SUPERIOR COMPLETO;BRANCA;MÉDICO;SOLTEIRO(A)
51551;893518276;DEPUTADO ESTADUAL;PATRICIA ANDALAFT FREIRE;51;PATRIOTA;12/12/1989;FEMININO;SUPERIOR COMPLETO;BRANCA;VETERINÁRIO;CASADO(A)
33150;893540109;DEPUTADO ESTADUAL;ROSILENE DOS SANTOS;33;PARTIDO DA MOBILIZAÇÃO NACIONAL;15/04/1964;FEMININO;ENSINO MÉDIO COMPLETO;PRETA;ENFERMEIRO;DIVORCIADO(A)
43090;893508653;DEPUTADO ESTADUAL;JOANA DARQUE DA PAZ;43;PARTIDO VERDE;23/06/1971;FEMININO;SUPERIOR COMPLETO;BRANCA;ENFERMEIRO;CASADO(A)
7792;893502929;DEPUTADO FEDERAL;MARIA HELOISA GOMES DA SILVA;77;SOLIDARIEDADE;08/09/1972;FEMININO;SUPERIOR INCOMPLETO;PRETA;ENFERMEIRO;SOLTEIRO(A)
14555;893511722;DEPUTADO ESTADUAL;MARCO AURELIO MIETO DOMINGUES;14;PARTIDO TRABALHISTA BRASILEIRO;13/05/1976;MASCULINO;SUPERIOR COMPLETO;BRANCA;ODONTÓLOGO;CASADO(A)
1484;893501688;DEPUTADO FEDERAL;VIVIANE BERGAMO MORGERO;14;PARTIDO TRABALHISTA BRASILEIRO;07/02/1987;FEMININO;SUPERIOR COMPLETO;BRANCA;FARMACÊUTICO;DIVORCIADO(A)
3056;893494504;DEPUTADO FEDERAL;ALESSANDRA REGINA VERGILIO;30;PARTIDO NOVO;11/04/1978;FEMININO;SUPERIOR COMPLETO;BRANCA;FARMACÊUTICO;SOLTEIRO(A)
80000;893498853;DEPUTADO ESTADUAL;LIGIA MENDES DA SILVA;80;UNIDADE POPULAR;06/07/1979;FEMININO;SUPERIOR COMPLETO;BRANCA;FONOAUDIÓLOGO;CASADO(A)
4446;893498903;DEPUTADO FEDERAL;HAMILTON BERNARDES JUNIOR;44;UNIÃO BRASIL;26/12/1956;MASCULINO;SUPERIOR COMPLETO;BRANCA;ECONOMISTA;CASADO(A)
40888;893517416;DEPUTADO ESTADUAL;CYNTHIA MICHELS;40;PARTIDO SOCIALISTA BRASILEIRO;26/04/1986;FEMININO;SUPERIOR COMPLETO;BRANCA;ECONOMISTA;CASADO(A)
14017;893511733;DEPUTADO ESTADUAL;PAULO CESAR DA SILVA SANT ANA;14;PARTIDO TRABALHISTA BRASILEIRO;01/09/1967;MASCULINO;SUPERIOR COMPLETO;BRANCA;CONTADOR;CASADO(A)
44122;893499001;DEPUTADO ESTADUAL;JOSE ALDO DEMARCHI;44;UNIÃO BRASIL;04/01/1944;MASCULINO;SUPERIOR COMPLETO;BRANCA;ADMINISTRADOR;CASADO(A)
14162;893511707;DEPUTADO ESTADUAL;ANTONIO BERALDO ALVES;14;PARTIDO TRABALHISTA BRASILEIRO;11/04/1974;MASCULINO;SUPERIOR COMPLETO;BRANCA;ADMINISTRADOR;CASADO(A)
51510;893518248;DEPUTADO ESTADUAL;ROGÉRIO SILVA DE SOUZA;51;PATRIOTA;09/10/1972;MASCULINO;SUPERIOR COMPLETO;BRANCA;ADMINISTRADOR;CASADO(A)
14011;893511709;DEPUTADO ESTADUAL;PAULO SERGIO MOREIRA MELLO;14;PARTIDO TRABALHISTA BRASILEIRO;02/09/1957;MASCULINO;SUPERIOR INCOMPLETO;BRANCA;ADMINISTRADOR;DIVORCIADO(A)
40113;893517464;DEPUTADO ESTADUAL;JOSÉ RONALDO GOMES DA SILVA;40;PARTIDO SOCIALISTA BRASILEIRO;20/11/1981;MASCULINO;SUPERIOR INCOMPLETO;PARDA;ADMINISTRADOR;SOLTEIRO(A)
90478;893616290;DEPUTADO ESTADUAL;AMARINILDA JOSÉ CUSTÓDIO;90;PARTIDO REPUBLICANO DA ORDEM SOCIAL;20/03/1970;FEMININO;ENSINO MÉDIO COMPLETO;BRANCA;ADMINISTRADOR;DIVORCIADO(A)
70990;893518568;DEPUTADO ESTADUAL;ELAINE CRISTINA RODRIGUES;70;AVANTE;30/09/1970;FEMININO;ENSINO MÉDIO COMPLETO;PRETA;ADMINISTRADOR;DIVORCIADO(A)
20297;893540663;DEPUTADO ESTADUAL;ENID KREBSKY DE CARVALHO;20;PARTIDO SOCIAL CRISTÃO;06/10/1952;FEMININO;SUPERIOR COMPLETO;BRANCA;ADMINISTRADOR;DIVORCIADO(A)
20422;893540640;DEPUTADO ESTADUAL;HELENA IZABEL DA SILVA GOMES;20;PARTIDO SOCIAL CRISTÃO;25/12/1957;FEMININO;SUPERIOR COMPLETO;BRANCA;ADMINISTRADOR;DIVORCIADO(A)
55355;893501881;DEPUTADO ESTADUAL;IRENILDE APARECIDA JULIANI DA SILVA;55;PARTIDO SOCIAL DEMOCRÁTICO;08/06/1974;FEMININO;SUPERIOR COMPLETO;BRANCA;ADMINISTRADOR;CASADO(A)
77577;893503096;DEPUTADO ESTADUAL;LUCIMARA SILVEIRA MANHA;77;SOLIDARIEDADE;28/04/1970;FEMININO;SUPERIOR COMPLETO;BRANCA;ADMINISTRADOR;CASADO(A)
1556;893508053;DEPUTADO FEDERAL;EDNA APARECIDA OLIVEIRA SANTOS;15;MOVIMENTO DEMOCRÁTICO BRASILEIRO;24/03/1962;FEMININO;ENSINO MÉDIO INCOMPLETO;PRETA;ADMINISTRADOR;CASADO(A)
12770;893540438;DEPUTADO ESTADUAL;LUCINEIDE CRUZ ALVES;12;PARTIDO DEMOCRÁTICO TRABALHISTA;11/06/1975;FEMININO;SUPERIOR COMPLETO;PARDA;ADMINISTRADOR;SOLTEIRO(A)
50088;893516207;DEPUTADO ESTADUAL;JACI SABINA DE LIMA MATTOS;50;PARTIDO SOCIALISMO E LIBERDADE;23/12/1968;FEMININO;SUPERIOR COMPLETO;PRETA;ADMINISTRADOR;CASADO(A)
1224;893540547;DEPUTADO FEDERAL;CLAUDIA KEITI DA COSTA;12;PARTIDO DEMOCRÁTICO TRABALHISTA;31/08/1982;FEMININO;SUPERIOR INCOMPLETO;PARDA;ADMINISTRADOR;CASADO(A)
90192;893616293;DEPUTADO ESTADUAL;MARILUCI FELICIANO DE OLIVEIRA GUEDES;90;PARTIDO REPUBLICANO DA ORDEM SOCIAL;03/05/1954;FEMININO;ENSINO FUNDAMENTAL COMPLETO;BRANCA;ADMINISTRADOR;CASADO(A)
90050;893616280;DEPUTADO ESTADUAL;EDSON MORO JUNIOR;90;PARTIDO REPUBLICANO DA ORDEM SOCIAL;29/07/1969;MASCULINO;SUPERIOR COMPLETO;BRANCA;ANALISTA DE SISTEMAS;CASADO(A)
3041;893494505;DEPUTADO FEDERAL;ALEXANDRE MENDES PINHEIRO;30;PARTIDO NOVO;18/03/1972;MASCULINO;SUPERIOR COMPLETO;BRANCA;ANALISTA DE SISTEMAS;SOLTEIRO(A)
3322;893510815;DEPUTADO FEDERAL;SYLVIO MACEDO SOARES JUNIOR;33;PARTIDO DA MOBILIZAÇÃO NACIONAL;27/01/1967;MASCULINO;SUPERIOR COMPLETO;BRANCA;ANALISTA DE SISTEMAS;SOLTEIRO(A)
35522;893539108;DEPUTADO ESTADUAL;THAISE CARVALHO MIRANDA;35;PARTIDO DA MULHER BRASILEIRA;08/12/1986;FEMININO;SUPERIOR COMPLETO;PRETA;ANALISTA DE SISTEMAS;VIÚVO(A)
4572;893508940;DEPUTADO FEDERAL;SILVIA SAMPAIO SALES SANTOS;45;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;21/03/1972;FEMININO;SUPERIOR COMPLETO;PRETA;ANALISTA DE SISTEMAS;CASADO(A)
15888;893506849;DEPUTADO ESTADUAL;ADOLPHO HENRIQUE DE PAULA RAMOS;15;MOVIMENTO DEMOCRÁTICO BRASILEIRO;04/06/1967;MASCULINO;SUPERIOR COMPLETO;BRANCA;ADVOGADO;DIVORCIADO(A)
30800;893494617;DEPUTADO ESTADUAL;RODRIGO BRUNO NAHAS;30;PARTIDO NOVO;10/08/1990;MASCULINO;SUPERIOR COMPLETO;BRANCA;ADVOGADO;SOLTEIRO(A)
14190;893511716;DEPUTADO ESTADUAL;MARCOS ROGERIO MANTEIGA;14;PARTIDO TRABALHISTA BRASILEIRO;28/09/1971;MASCULINO;SUPERIOR COMPLETO;BRANCA;ADVOGADO;CASADO(A)
13140;893508606;DEPUTADO ESTADUAL;JORGE RODRIGO VALVERDE SANTANA;13;PARTIDO DOS TRABALHADORES;21/03/1978;MASCULINO;SUPERIOR COMPLETO;BRANCA;ADVOGADO;CASADO(A)
12190;893540482;DEPUTADO ESTADUAL;MARCELO AFONSO PIMENTA;12;PARTIDO DEMOCRÁTICO TRABALHISTA;04/10/1980;MASCULINO;SUPERIOR COMPLETO;BRANCA;ADVOGADO;SOLTEIRO(A)
2038;893540742;DEPUTADO FEDERAL;ADILSON DE MEDEIROS PAULINO;20;PARTIDO SOCIAL CRISTÃO;19/01/1969;MASCULINO;SUPERIOR COMPLETO;BRANCA;ADVOGADO;SOLTEIRO(A)
10800;893536390;DEPUTADO ESTADUAL;MARCELO SQUASSONI;10;REPUBLICANOS;14/09/1967;MASCULINO;SUPERIOR COMPLETO;BRANCA;ADVOGADO;CASADO(A)
1233;893540552;DEPUTADO FEDERAL;HEITOR ALVES;12;PARTIDO DEMOCRÁTICO TRABALHISTA;15/04/1977;MASCULINO;SUPERIOR COMPLETO;BRANCA;ADVOGADO;CASADO(A)
300;893494727;SENADOR;RICARDO LUIS MELLÃO;30;PARTIDO NOVO;15/08/1985;MASCULINO;SUPERIOR COMPLETO;BRANCA;ADVOGADO;CASADO(A)
5029;893510615;DEPUTADO FEDERAL;AGOSTINHO FERREIRA GOMES;50;PARTIDO SOCIALISMO E LIBERDADE;26/05/1954;MASCULINO;SUPERIOR COMPLETO;PARDA;ADVOGADO;SOLTEIRO(A)
45133;893508324;DEPUTADO ESTADUAL;JOSE CARLOS STANGARLINI;45;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;30/03/1951;MASCULINO;SUPERIOR COMPLETO;BRANCA;ADVOGADO;SOLTEIRO(A)
1933;893507110;DEPUTADO FEDERAL;FRANCISCO ALEXANDRE FILHO;19;PODEMOS;08/11/1969;MASCULINO;SUPERIOR COMPLETO;PARDA;ADVOGADO;CASADO(A)
11060;893509145;DEPUTADO ESTADUAL;APARECIDO JOVANIR PENA JUNIOR;11;PROGRESSISTAS;04/08/1957;MASCULINO;SUPERIOR COMPLETO;PRETA;ADVOGADO;CASADO(A)
11400;893509105;DEPUTADO ESTADUAL;PAULO ROBERTO CASSIOLATO FILHO;11;PROGRESSISTAS;24/05/1983;MASCULINO;SUPERIOR COMPLETO;BRANCA;ADVOGADO;SEPARADO(A) JUDICIALMENTE
1443;893501685;DEPUTADO FEDERAL;CLAUDINEIA MOREIRA DE ALMEIDA;14;PARTIDO TRABALHISTA BRASILEIRO;20/07/1971;FEMININO;SUPERIOR COMPLETO;BRANCA;ADVOGADO;DIVORCIADO(A)
1444;893620470;DEPUTADO FEDERAL;CRISTIANE BRASIL FRANCISCO;14;PARTIDO TRABALHISTA BRASILEIRO;21/12/1973;FEMININO;SUPERIOR COMPLETO;BRANCA;ADVOGADO;DIVORCIADO(A)
1980;893507125;DEPUTADO FEDERAL;WANESSA SOUSA BOMFIM;19;PODEMOS;18/08/1980;FEMININO;SUPERIOR COMPLETO;BRANCA;ADVOGADO;DIVORCIADO(A)
14130;893511769;DEPUTADO ESTADUAL;AUDREY ANA MARCONDES GOGLIANO;14;PARTIDO TRABALHISTA BRASILEIRO;31/03/1965;FEMININO;SUPERIOR COMPLETO;BRANCA;ADVOGADO;CASADO(A)
14039;893511781;DEPUTADO ESTADUAL;NURIA DANIELA GALLÃO ARTHUZO;14;PARTIDO TRABALHISTA BRASILEIRO;09/12/1976;FEMININO;SUPERIOR COMPLETO;BRANCA;ADVOGADO;CASADO(A)
40040;893517421;DEPUTADO ESTADUAL;MAYARA OLIVEIRA TORRES DA SILVA;40;PARTIDO SOCIALISTA BRASILEIRO;24/06/1995;FEMININO;SUPERIOR COMPLETO;BRANCA;ADVOGADO;SOLTEIRO(A)
40044;893548922;DEPUTADO ESTADUAL;ELISANDRA PEDROSO FERREIRA;40;PARTIDO SOCIALISTA BRASILEIRO;15/10/1973;FEMININO;SUPERIOR COMPLETO;BRANCA;ADVOGADO;SOLTEIRO(A)
12016;893540429;DEPUTADO ESTADUAL;MARIA EUGENIA UGUCIONE BIFFI;12;PARTIDO DEMOCRÁTICO TRABALHISTA;10/10/1989;FEMININO;SUPERIOR COMPLETO;BRANCA;ADVOGADO;SOLTEIRO(A)
2718;893592099;DEPUTADO FEDERAL;MARISTELA MACHADO LEITE GOMES;27;DEMOCRACIA CRISTÃ;08/05/1964;FEMININO;SUPERIOR COMPLETO;PARDA;ADVOGADO;CASADO(A)
5140;893517557;DEPUTADO FEDERAL;ALESSANDRA RUDOLPHO STRINGHETA BARBOSA;51;PATRIOTA;22/04/1975;FEMININO;SUPERIOR COMPLETO;BRANCA;ADVOGADO;CASADO(A)
44014;893498923;DEPUTADO ESTADUAL;MYRIAN RAVANELLI SCANDAR KARAM;44;UNIÃO BRASIL;07/05/1980;FEMININO;SUPERIOR COMPLETO;PARDA;ADVOGADO;CASADO(A)
1882;893510633;DEPUTADO FEDERAL;ISABEL CRISTINA GONÇALVES BERNARDES;18;REDE SUSTENTABILIDADE;11/08/1982;FEMININO;SUPERIOR COMPLETO;BRANCA;PSICÓLOGO;SOLTEIRO(A)
40412;893517477;DEPUTADO ESTADUAL;FERNANDA DE MORAES DA SILVA;40;PARTIDO SOCIALISTA BRASILEIRO;01/10/1969;FEMININO;SUPERIOR COMPLETO;PRETA;ASSISTENTE SOCIAL;SOLTEIRO(A)
15200;893506829;DEPUTADO ESTADUAL;CAIO VINICIUS DE MOURA LUZ;15;MOVIMENTO DEMOCRÁTICO BRASILEIRO;04/10/1988;MASCULINO;SUPERIOR COMPLETO;BRANCA;COMUNICÓLOGO;CASADO(A)
4000;893517128;DEPUTADO FEDERAL;JONAS DONIZETTE FERREIRA;40;PARTIDO SOCIALISTA BRASILEIRO;25/06/1965;MASCULINO;SUPERIOR INCOMPLETO;BRANCA;COMUNICÓLOGO;CASADO(A)
1301;893507537;DEPUTADO FEDERAL;FRANCISCO DANIEL CELEGUIM DE MORAIS;13;PARTIDO DOS TRABALHADORES;05/05/1984;MASCULINO;SUPERIOR COMPLETO;BRANCA;RELAÇÕES-PÚBLICAS;DIVORCIADO(A)
19077;893507350;DEPUTADO ESTADUAL;JULIANA MARA DA SILVA SPADA;19;PODEMOS;26/06/1977;FEMININO;ENSINO MÉDIO COMPLETO;BRANCA;RELAÇÕES-PÚBLICAS;CASADO(A)
9055;893574756;DEPUTADO FEDERAL;DURVAL LOPES ORLATO;90;PARTIDO REPUBLICANO DA ORDEM SOCIAL;21/04/1964;MASCULINO;SUPERIOR COMPLETO;BRANCA;PROFESSOR DE ENSINO SUPERIOR;CASADO(A)
18100;893516158;DEPUTADO ESTADUAL;RAFAEL CASTRO KOCIAN;18;REDE SUSTENTABILIDADE;13/09/1983;MASCULINO;SUPERIOR COMPLETO;BRANCA;PROFESSOR DE ENSINO SUPERIOR;CASADO(A)
2880;893612677;DEPUTADO FEDERAL;HERMES RODRIGUES NERY;28;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;15/06/1965;MASCULINO;SUPERIOR COMPLETO;BRANCA;PROFESSOR DE ENSINO SUPERIOR;CASADO(A)
22380;893507010;DEPUTADO ESTADUAL;CLAUDIO FERNANDO DE AGUIAR;22;PARTIDO LIBERAL;21/08/1980;MASCULINO;SUPERIOR COMPLETO;BRANCA;PROFESSOR DE ENSINO SUPERIOR;VIÚVO(A)
13;893509297;GOVERNADOR;FERNANDO HADDAD;13;PARTIDO DOS TRABALHADORES;25/01/1963;MASCULINO;SUPERIOR COMPLETO;BRANCA;PROFESSOR DE ENSINO SUPERIOR;CASADO(A)
40133;893517422;DEPUTADO ESTADUAL;JOÃO CARLOS CARAMEZ;40;PARTIDO SOCIALISTA BRASILEIRO;29/06/1951;MASCULINO;SUPERIOR COMPLETO;BRANCA;PROFESSOR DE ENSINO SUPERIOR;CASADO(A)
1390;893507478;DEPUTADO FEDERAL;VICENTE PAULO DA SILVA;13;PARTIDO DOS TRABALHADORES;08/04/1956;MASCULINO;SUPERIOR COMPLETO;PRETA;PROFESSOR DE ENSINO SUPERIOR;CASADO(A)
1402;893501690;DEPUTADO FEDERAL;LUCIANA RIBEIRO CASTELLAN;14;PARTIDO TRABALHISTA BRASILEIRO;16/12/1976;FEMININO;SUPERIOR COMPLETO;BRANCA;PROFESSOR DE ENSINO SUPERIOR;DIVORCIADO(A)
1178;893508851;DEPUTADO FEDERAL;MARCOS APARECIDO VARGAS;11;PROGRESSISTAS;17/06/1964;MASCULINO;SUPERIOR COMPLETO;BRANCA;DIRETOR DE ESTABELECIMENTO DE ENSINO;CASADO(A)
40333;893517438;DEPUTADO ESTADUAL;RAFAEL ZAMPRONIO DA SILVEIRA;40;PARTIDO SOCIALISTA BRASILEIRO;02/10/1989;MASCULINO;SUPERIOR INCOMPLETO;BRANCA;BOMBEIRO CIVIL;SOLTEIRO(A)
12645;893540502;DEPUTADO ESTADUAL;LEONARDO LORO MARTINS PINTO;12;PARTIDO DEMOCRÁTICO TRABALHISTA;28/02/1992;MASCULINO;SUPERIOR INCOMPLETO;BRANCA;CIENTISTA POLÍTICO;SOLTEIRO(A)
35330;893539041;DEPUTADO ESTADUAL;ADELMACIR DE SOUZA;35;PARTIDO DA MULHER BRASILEIRA;03/10/1972;MASCULINO;ENSINO MÉDIO COMPLETO;BRANCA;CANTOR E COMPOSITOR;SOLTEIRO(A)
51033;893518252;DEPUTADO ESTADUAL;DEOCLÉCIO KAWAHATA PLACCO;51;PATRIOTA;06/10/1960;MASCULINO;ENSINO MÉDIO COMPLETO;BRANCA;MÚSICO;CASADO(A)
7094;893518878;DEPUTADO FEDERAL;ANTONIO MARCOS DA SILVA POLYCENO;70;AVANTE;17/04/1978;MASCULINO;SUPERIOR INCOMPLETO;BRANCA;LOCUTOR E COMENTARISTA DE RÁDIO E TELEVISÃO E RADIALISTA;CASADO(A)
9086;893574718;DEPUTADO FEDERAL;SILVANO XAVIER MOURATO;90;PARTIDO REPUBLICANO DA ORDEM SOCIAL;09/03/1978;MASCULINO;ENSINO MÉDIO COMPLETO;BRANCA;COMERCIANTE;DIVORCIADO(A)
10102;893536448;DEPUTADO ESTADUAL;RUBI CRUSE;10;REPUBLICANOS;18/02/1964;MASCULINO;ENSINO MÉDIO COMPLETO;BRANCA;COMERCIANTE;SOLTEIRO(A)
1473;893635639;DEPUTADO FEDERAL;JOSE CARLOS FERREIRA BARBOSA;14;PARTIDO TRABALHISTA BRASILEIRO;06/08/1960;MASCULINO;SUPERIOR COMPLETO;BRANCA;COMERCIANTE;CASADO(A)
7075;893518913;DEPUTADO FEDERAL;ALESSANDRO AZEVEDO DOS SANTOS;70;AVANTE;22/07/1980;MASCULINO;ENSINO MÉDIO COMPLETO;PARDA;COMERCIANTE;CASADO(A)
70888;893518602;DEPUTADO ESTADUAL;OSWALDO LUIZ RODRIGUES DE OLIVEIRA;70;AVANTE;28/07/1969;MASCULINO;ENSINO MÉDIO COMPLETO;PARDA;COMERCIANTE;SOLTEIRO(A)
2811;893612733;DEPUTADO FEDERAL;DIENES PEREIRA DE SOUZA;28;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;12/03/1980;MASCULINO;ENSINO MÉDIO COMPLETO;PARDA;COMERCIANTE;CASADO(A)
